code,name,board,issue_price,latest,first_close,apply_date,list_date,issue_pe,industry_pe,first_close_gt_latest,latest_vs_first_close_pct,first_close_vs_issue_pct,latest_vs_issue_pct,list_year
688227,品高股份,科创板,37.09,106.98,32.82,2021-12-21,2021-12-30,111.34,60.86,False,225.9597806215722,-11.512537071987062,188.433540037746,2021
301127,武汉天源,非科创板,12.03,20.3,23.27,2021-12-21,2021-12-30,34.53,24.8,True,-12.763214439192083,93.43308395677474,68.7448046550291,2021
688265,南模生物,科创板,84.62,35.88,69.37,2021-12-17,2021-12-28,201.59,100.0,True,-48.277353322761996,-18.021744268494444,-57.59867643583077,2021
301189,奥尼电子,非科创板,66.18,57.18,58.19,2021-12-17,2021-12-28,40.18,49.66,True,-1.7356934181130712,-12.073133877304333,-13.599274705349062,2021
301166,优宁维,非科创板,86.06,26.73,105.04,2021-12-17,2021-12-28,104.09,18.28,True,-74.55255140898706,22.054380664652573,-68.9402742272833,2021
688210,统联精密,科创板,42.76,38.66,46.15,2021-12-16,2021-12-27,53.55,49.6,True,-16.229685807150595,7.92797006548176,-9.588400374181482,2021
688206,概伦电子,科创板,28.28,43.04,42.71,2021-12-16,2021-12-28,575.28,60.59,False,0.7726527745258727,51.02545968882601,52.19236209335219,2021
688167,炬光科技,科创板,78.69,304.6,192.9,2021-12-15,2021-12-24,362.33,49.53,False,57.90565059616382,145.13915364086927,287.0885754225442,2021
603230,内蒙新华,非科创板,11.15,8.99,16.06,2021-12-15,2021-12-24,22.99,12.78,True,-44.02241594022416,44.035874439461864,-19.37219730941704,2021
301190,善水科技,非科创板,27.85,17.09,37.46,2021-12-15,2021-12-24,58.47,44.71,True,-54.37800320341698,34.50628366247754,-38.63554757630162,2021
001296,长江材料,非科创板,25.56,19.6,36.81,2021-12-15,2021-12-24,18.78,17.62,True,-46.7535995653355,44.01408450704227,-23.317683881064156,2021
301182,凯旺科技,非科创板,27.12,100.5,48.34,2021-12-14,2021-12-23,79.93,49.47,False,107.90235829540751,78.24483775811211,270.575221238938,2021
301221,光庭信息,非科创板,69.89,30.23,88.02,2021-12-13,2021-12-22,99.42,60.24,True,-65.65553283344694,25.940764057805122,-56.74631563886107,2021
301186,超达装备,非科创板,28.12,38.21,61.1,2021-12-13,2021-12-23,35.99,42.93,True,-37.46317512274959,117.28307254623043,35.881934566145105,2021
688248,南网科技,科创板,12.24,65.3,27.5,2021-12-10,2021-12-22,79.38,32.31,False,137.45454545454544,124.67320261437908,433.4967320261438,2021
301211,亨迪药业,非科创板,25.8,12.34,37.32,2021-12-10,2021-12-22,36.84,38.24,True,-66.93461950696677,44.651162790697676,-52.170542635658926,2021
301113,雅艺科技,非科创板,31.18,15.02,66.66,2021-12-10,2021-12-22,26.68,26.68,True,-77.46774677467747,113.79089159717766,-51.82809493264913,2021
688032,禾迈股份,科创板,557.8,82.62,725.01,2021-12-09,2021-12-20,225.94,51.02,True,-88.60429511317085,29.976694155611348,-85.18823951237002,2021
301096,百诚医药,非科创板,79.6,55.75,101.08,2021-12-09,2021-12-20,156.93,100.35,True,-44.84566679857539,26.984924623115592,-29.962311557788933,2021
600927,永安期货,非科创板,17.97,12.7,25.88,2021-12-08,2021-12-23,22.98,22.16,True,-50.9273570324575,44.01780745687256,-29.32665553700612,2021
301100,风光股份,非科创板,27.81,14.54,54.18,2021-12-08,2021-12-17,38.74,44.41,True,-73.16352897748246,94.82200647249192,-47.71664868752248,2021
301101,明月镜片,非科创板,26.91,28.46,67.09,2021-12-07,2021-12-16,56.97,42.61,True,-57.57937099418691,149.3125232255667,5.759940542549247,2021
603071,物产环能,非科创板,15.42,11.54,22.2,2021-12-06,2021-12-16,17.7,17.7,True,-48.01801801801802,43.96887159533074,-25.16212710765241,2021
301177,迪阿股份,非科创板,116.88,30.05,165.01,2021-12-06,2021-12-15,86.51,23.87,True,-81.78898248590994,41.17898699520877,-74.28986995208761,2021
301138,华研精机,非科创板,26.17,31.39,81.18,2021-12-06,2021-12-15,42.59,42.39,True,-61.332840601133285,210.20252197172334,19.94650363011081,2021
688246,嘉和美康,科创板,39.5,20.81,42.75,2021-12-03,2021-12-14,259.6,59.61,True,-51.321637426900594,8.227848101265822,-47.31645569620253,2021
688235,百济神州,科创板,192.6,253.56,160.98,2021-12-02,2021-12-15,,37.84,False,57.51024972046217,-16.417445482866043,31.651090342679122,2021
603216,梦天家居,非科创板,16.86,20.99,24.28,2021-12-02,2021-12-15,22.99,27.31,True,-13.550247116968706,44.00948991696323,24.495848161328592,2021
688192,迪哲医药,科创板,52.58,43.63,41.1,2021-12-01,2021-12-10,,37.63,False,6.155717761557189,-21.833396728794206,-17.021681247622666,2021
688110,东芯股份,科创板,30.18,176.1,46.75,2021-12-01,2021-12-10,760.38,48.5,False,276.6844919786096,54.9039098740888,483.4990059642147,2021
301193,家联科技,非科创板,30.73,18.58,40.79,2021-11-30,2021-12-09,41.35,27.44,True,-54.44962000490317,32.73673934266188,-39.537910836316314,2021
301168,通灵股份,非科创板,39.08,44.1,61.51,2021-11-30,2021-12-10,49.67,49.44,True,-28.30434075760039,57.39508700102354,12.84544524053226,2021
301179,泽宇智能,非科创板,43.99,20.46,58.47,2021-11-29,2021-12-08,42.32,58.68,True,-65.00769625448947,32.91657194817004,-53.489429415776314,2021
301199,迈赫股份,非科创板,29.28,17.73,41.0,2021-11-26,2021-12-07,48.22,41.65,True,-56.75609756097562,40.02732240437159,-39.44672131147541,2021
301126,达嘉维康,非科创板,12.37,8.98,23.7,2021-11-26,2021-12-07,40.58,17.28,True,-62.10970464135022,91.5925626515764,-27.40501212611155,2021
301111,粤万年青,非科创板,10.48,26.58,32.98,2021-11-26,2021-12-07,29.58,37.42,True,-19.405700424499695,214.69465648854958,153.62595419847324,2021
688151,华强科技,科创板,35.09,15.45,43.6,2021-11-25,2021-12-06,182.41,41.65,True,-64.56422018348624,24.251923624964377,-55.97036192647479,2021
301167,建研设计,非科创板,26.33,12.7,40.53,2021-11-25,2021-12-06,28.98,31.27,True,-68.6651862817666,53.930877326243845,-51.76604633497911,2021
301198,喜悦智行,非科创板,21.76,13.2,57.9,2021-11-23,2021-12-02,39.23,27.47,True,-77.2020725388601,166.0845588235294,-39.33823529411765,2021
301108,洁雅股份,非科创板,57.27,23.85,82.68,2021-11-23,2021-12-03,27.05,44.87,True,-71.15384615384616,44.368779465688846,-58.35515976951283,2021
688230,芯导科技,科创板,134.81,74.1,188.62,2021-11-22,2021-12-01,112.96,47.54,True,-60.71466440462305,39.915436540315994,-45.03375120540019,2021
688112,鼎阳科技,科创板,46.6,80.3,106.35,2021-11-22,2021-12-01,98.77,35.23,True,-24.494593323930413,128.21888412017165,72.31759656652359,2021
301213,观想科技,非科创板,31.5,48.55,58.3,2021-11-22,2021-12-06,44.56,58.15,True,-16.723842195540307,85.07936507936506,54.12698412698411,2021
688049,炬芯科技,科创板,42.98,45.1,83.0,2021-11-18,2021-11-29,,47.44,True,-45.66265060240964,93.1130758492322,4.932526756631006,2021
001317,三羊马,非科创板,16.0,44.03,23.04,2021-11-18,2021-11-30,22.99,18.74,False,91.10243055555556,43.99999999999999,175.1875,2021
600935,华塑股份,非科创板,3.94,2.36,5.67,2021-11-17,2021-11-26,22.95,45.06,True,-58.377425044091716,43.90862944162437,-40.10152284263959,2021
301133,金钟股份,非科创板,14.33,39.03,56.93,2021-11-17,2021-11-26,32.55,34.9,True,-31.442121904092744,297.2784368457781,172.36566643405445,2021
688190,云路股份,科创板,46.63,86.49,131.6,2021-11-16,2021-11-26,63.51,17.3,True,-34.27811550151976,182.22174565730214,85.48144971048679,2021
301155,海力风电,非科创板,60.66,43.09,167.0,2021-11-15,2021-11-24,21.54,46.59,True,-74.19760479041916,175.30497856907354,-28.964721397955806,2021
603219,富佳股份,非科创板,9.56,16.13,13.77,2021-11-11,2021-11-22,22.98,46.18,False,17.138707334785753,44.037656903765686,68.72384937238492,2021
301119,正强股份,非科创板,17.88,26.3,52.42,2021-11-11,2021-11-22,29.99,34.4,True,-49.82830980541778,193.17673378076066,47.09172259507832,2021
301185,鸥玛软件,非科创板,11.88,14.83,31.58,2021-11-09,2021-11-19,34.04,57.23,True,-53.03989867004433,165.8249158249158,24.831649831649827,2021
688232,新点软件,科创板,48.49,18.1,46.31,2021-11-08,2021-11-17,40.75,57.23,True,-60.91556899157848,-4.4957723241905505,-62.67271602392246,2021
688082,盛美上海,科创板,85.0,370.0,129.75,2021-11-08,2021-11-18,398.67,40.77,False,185.16377649325628,52.647058823529406,335.2941176470588,2021
688075,安旭生物,科创板,78.28,30.37,88.8,2021-11-08,2021-11-18,7.44,37.59,True,-65.79954954954954,13.438937148696972,-61.20337250894225,2021
301099,雅创电子,非科创板,21.99,89.83,61.55,2021-11-08,2021-11-22,31.81,17.55,False,45.9463850528026,179.899954524784,308.5038653933607,2021
688182,灿勤科技,科创板,10.5,41.27,19.5,2021-11-05,2021-11-16,15.77,46.49,False,111.64102564102566,85.71428571428572,293.0476190476191,2021
301180,万祥科技,非科创板,12.2,12.41,37.33,2021-11-05,2021-11-16,51.8,46.49,True,-66.755960353603,205.98360655737707,1.7213114754098369,2021
301118,恒光股份,非科创板,22.7,28.3,59.0,2021-11-05,2021-11-18,25.51,45.64,True,-52.03389830508475,159.91189427312779,24.66960352422909,2021
688212,澳华内镜,科创板,22.5,29.26,38.51,2021-11-04,2021-11-15,244.08,40.77,True,-24.01973513373149,71.15555555555555,30.04444444444445,2021
603048,浙江黎明,非科创板,17.37,18.93,25.01,2021-11-04,2021-11-16,22.99,33.7,True,-24.31027588964415,43.9838802533103,8.98100172711571,2021
920720,吉冈精密,北交所,10.5,10.19,31.16,2021-11-03,2021-11-24,21.67,27.08,True,-67.29781771501926,196.7619047619048,-2.952380952380962,2021
688107,安路科技,科创板,26.0,41.45,70.25,2021-11-03,2021-11-12,,46.35,True,-40.996441281138786,170.1923076923077,59.423076923076934,2021
688105,诺唯赞,科创板,55.0,18.05,85.35,2021-11-03,2021-11-15,27.02,113.33,True,-78.85178676039835,55.18181818181817,-67.18181818181819,2021
301188,力诺药包,非科创板,13.0,57.44,27.12,2021-11-02,2021-11-11,35.57,18.58,False,111.79941002949852,108.6153846153846,341.8461538461538,2021
301098,金埔园林,非科创板,12.36,8.49,34.0,2021-11-02,2021-11-12,17.59,8.62,True,-75.02941176470588,175.0809061488673,-31.31067961165048,2021
920260,中寰股份,北交所,13.45,7.33,30.0,2021-11-01,2021-11-15,16.0,34.6,True,-75.56666666666668,123.04832713754648,-45.501858736059475,2021
688162,巨一科技,科创板,46.0,24.25,89.5,2021-11-01,2021-11-10,70.87,40.84,True,-72.90502793296089,94.56521739130434,-47.28260869565217,2021
603213,镇洋发展,非科创板,5.99,14.13,8.63,2021-11-01,2021-11-11,22.97,45.74,False,63.73117033603708,44.073455759599334,135.8931552587646,2021
301178,天亿马,非科创板,48.66,41.92,78.9,2021-11-01,2021-11-12,44.96,57.36,True,-46.869455006337134,62.14549938347722,-13.851212494862297,2021
301149,隆华新材,非科创板,10.07,11.82,24.8,2021-11-01,2021-11-10,42.8,45.71,True,-52.33870967741936,146.27606752730884,17.378351539225424,2021
301128,强瑞技术,非科创板,29.82,148.98,56.1,2021-10-29,2021-11-10,38.0,40.87,False,165.56149732620318,88.12877263581488,399.59758551307846,2021
920981,晶赛科技,北交所,18.32,46.06,56.53,2021-10-26,2021-11-15,28.41,46.39,True,-18.521139218114268,208.5698689956332,151.41921397379915,2021
920932,科达自控,北交所,13.0,12.46,27.6,2021-10-26,2021-11-15,45.34,57.39,True,-54.85507246376812,112.3076923076923,-4.153846153846152,2021
301169,零点有数,非科创板,19.39,71.94,46.82,2021-10-21,2021-11-03,29.27,30.03,False,53.65228534814182,141.4646725116039,271.0159876224858,2021
001288,运机集团,非科创板,14.55,24.3,20.0,2021-10-20,2021-11-01,22.99,36.46,False,21.500000000000007,37.45704467353952,67.01030927835052,2021
688739,成大生物,科创板,110.0,19.97,80.0,2021-10-19,2021-10-28,54.24,38.11,True,-75.0375,-27.27272727272727,-81.84545454545454,2021
301093,华兰股份,非科创板,58.08,124.5,52.22,2021-10-19,2021-11-01,101.4,38.11,False,138.41440061279204,-10.089531680440766,114.3595041322314,2021
301092,争光股份,非科创板,36.31,58.91,36.09,2021-10-19,2021-11-02,54.59,48.42,False,63.23081185924075,-0.6058936931974679,62.24180666483061,2021
920454,同心传动,北交所,3.95,11.45,23.45,2021-10-18,2021-11-15,14.9,31.99,True,-51.1727078891258,493.67088607594934,189.873417721519,2021
920436,大地电气,北交所,8.68,10.42,31.4,2021-10-18,2021-11-15,13.21,31.99,True,-66.81528662420382,261.75115207373267,20.04608294930876,2021
605138,盛泰集团,非科创板,9.97,5.84,14.36,2021-10-18,2021-10-27,22.98,16.65,True,-59.33147632311977,44.0320962888666,-41.42427281845538,2021
301129,瑞纳智能,非科创板,55.66,20.7,64.91,2021-10-18,2021-11-02,33.12,35.35,True,-68.10969034047143,16.61875673733382,-62.8099173553719,2021
301091,深城交,非科创板,36.5,15.73,33.59,2021-10-18,2021-10-29,40.69,31.91,True,-53.17058648407264,-7.97260273972602,-56.9041095890411,2021
301089,拓新药业,非科创板,19.11,22.7,28.82,2021-10-18,2021-10-27,22.65,38.02,True,-21.235253296322,50.81109366823653,18.785975928833064,2021
920873,中设咨询,北交所,4.5,7.16,10.81,2021-10-15,2021-11-15,27.28,32.0,True,-33.765032377428305,140.22222222222226,59.111111111111114,2021
920171,志晟信息,北交所,6.8,18.7,23.05,2021-10-15,2021-11-15,10.93,57.61,True,-18.872017353579185,238.97058823529414,175.0,2021
688280,精进电动,科创板,13.78,5.52,17.7,2021-10-15,2021-10-27,,31.99,True,-68.8135593220339,28.447024673439756,-59.94194484760522,2021
688257,新锐股份,科创板,62.3,108.49,53.55,2021-10-15,2021-10-27,52.52,59.04,False,102.59570494864612,-14.04494382022472,74.14125200642054,2021
301090,华润材料,非科创板,10.45,6.55,18.97,2021-10-15,2021-10-26,26.64,49.32,True,-65.4717975751186,81.5311004784689,-37.32057416267942,2021
301088,戎美股份,非科创板,33.16,11.77,28.79,2021-10-15,2021-10-28,49.01,23.68,True,-59.117749218478636,-13.178528347406504,-64.50542822677924,2021
688211,中科微至,科创板,90.2,35.55,78.81,2021-10-14,2021-10-26,61.31,36.85,True,-54.891511229539404,-12.627494456762744,-60.587583148558764,2021
301087,可孚医疗,非科创板,93.09,49.92,88.97,2021-10-13,2021-10-25,37.15,41.63,True,-43.8911992806564,-4.425824470942108,-46.37447631324525,2021
688737,中自科技,科创板,70.9,18.9,66.03,2021-10-12,2021-10-22,27.94,49.68,True,-71.37664697864608,-6.868829337094507,-73.34273624823695,2021
688553,汇宇制药,科创板,38.87,12.75,39.61,2021-10-12,2021-10-26,50.7,37.99,True,-67.81115879828326,1.9037818368922155,-67.1983534859789,2021
688255,凯尔达,科创板,47.11,29.04,52.18,2021-10-12,2021-10-25,59.66,37.35,True,-44.346492909160595,10.762046274676296,-38.35703672256421,2021
301082,久盛电气,非科创板,15.48,8.86,26.21,2021-10-12,2021-10-27,32.43,43.59,True,-66.19610835558947,69.31524547803618,-42.764857881136955,2021
920092,汉鑫科技,北交所,16.0,25.76,37.8,2021-10-11,2021-11-15,20.83,58.23,True,-31.85185185185184,136.24999999999997,61.00000000000001,2021
920089,禾昌聚合,北交所,10.0,10.0,18.18,2021-10-11,2021-11-09,16.39,28.44,True,-44.99449944994499,81.80000000000001,0.0,2021
605566,福莱蒽特,非科创板,32.21,34.8,40.2,2021-10-11,2021-10-25,22.99,50.07,True,-13.432835820895539,24.805960881713762,8.040981061782038,2021
605555,德昌股份,非科创板,32.35,12.83,41.97,2021-10-11,2021-10-21,22.99,43.81,True,-69.4305456278294,29.73724884080371,-60.340030911901074,2021
301083,百胜智能,非科创板,9.08,13.36,16.88,2021-10-11,2021-10-21,25.86,41.71,True,-20.853080568720372,85.9030837004405,47.13656387665197,2021
301081,严牌股份,非科创板,12.95,14.57,20.9,2021-10-11,2021-10-20,29.29,41.71,True,-30.28708133971292,61.38996138996138,12.509652509652526,2021
920925,锦好医疗,北交所,16.8,10.86,24.01,2021-10-08,2021-10-25,20.37,41.97,True,-54.76884631403583,42.91666666666667,-35.35714285714286,2021
920924,广脉科技,北交所,5.8,14.63,10.89,2021-10-08,2021-11-03,16.14,58.23,False,34.34343434343434,87.75862068965519,152.24137931034485,2021
920892,广咨国际,北交所,14.0,11.18,14.59,2021-10-08,2021-10-28,17.72,32.93,True,-23.372172721041807,4.214285714285704,-20.14285714285714,2021
920405,海希通讯,北交所,21.88,18.88,33.6,2021-10-08,2021-11-05,17.1,36.46,True,-43.80952380952381,53.56489945155394,-13.711151736745887,2021
920145,恒合股份,北交所,8.0,9.73,19.88,2021-10-08,2021-11-15,18.05,24.36,True,-51.056338028169,148.5,21.625000000000007,2021
688285,高铁电气,科创板,7.18,7.32,10.65,2021-10-08,2021-10-20,20.29,45.53,True,-31.26760563380282,48.32869080779945,1.9498607242339983,2021
001216,华瓷股份,非科创板,9.37,14.5,13.49,2021-10-08,2021-10-19,22.99,19.13,False,7.487027427724247,43.97011739594452,54.74919957310567,2021
301086,鸿富瀚,非科创板,96.66,187.32,111.99,2021-09-30,2021-10-20,47.19,47.84,False,67.2649343691401,15.859714463066421,93.79267535692118,2021
301079,邵阳液压,非科创板,11.92,35.06,32.19,2021-09-30,2021-10-19,19.27,37.59,False,8.91581236408825,170.0503355704698,194.1275167785235,2021
001219,青岛食品,非科创板,17.2,11.92,24.77,2021-09-30,2021-10-21,22.99,38.64,True,-51.877270892208315,44.01162790697675,-30.69767441860465,2021
688722,同益中,科创板,4.51,15.46,16.33,2021-09-29,2021-10-19,26.02,29.16,True,-5.327617881200231,262.0842572062084,242.7937915742794,2021
688272,富吉瑞,科创板,22.56,44.53,46.11,2021-09-29,2021-10-18,20.18,48.11,True,-3.4265885924962047,104.38829787234044,97.38475177304966,2021
301085,亚康股份,非科创板,21.44,60.36,35.45,2021-09-29,2021-10-18,17.47,17.92,False,70.26798307475315,65.34514925373134,181.52985074626864,2021
688772,珠海冠宇,科创板,14.43,18.6,33.65,2021-09-28,2021-10-15,20.56,44.18,True,-44.725111441307575,133.19473319473317,28.898128898128906,2021
301080,百普赛斯,非科创板,112.5,47.41,168.82,2021-09-28,2021-10-18,77.66,111.01,True,-71.91683449828218,50.06222222222221,-57.857777777777784,2021
301078,孩子王,非科创板,5.77,6.84,23.3,2021-09-28,2021-10-14,20.23,23.82,True,-70.64377682403433,303.8128249566725,18.544194107452338,2021
605567,春雪食品,非科创板,11.8,8.32,16.99,2021-09-24,2021-10-13,22.99,29.97,True,-51.03001765744555,43.98305084745759,-29.491525423728817,2021
001218,丽臣实业,非科创板,45.51,24.42,65.53,2021-09-24,2021-10-15,21.31,48.68,True,-62.73462536242942,43.990331795209855,-46.34146341463414,2021
301077,星华新材,非科创板,61.46,24.18,73.8,2021-09-17,2021-09-30,42.0,48.18,True,-67.23577235772358,20.07809957696063,-60.65733810608527,2021
301076,新瀚新材,非科创板,31.0,27.81,46.9,2021-09-17,2021-10-11,36.47,48.18,True,-40.703624733475486,51.29032258064517,-10.290322580645162,2021
301073,君亭酒店,非科创板,12.24,18.04,28.64,2021-09-16,2021-09-30,32.47,,True,-37.011173184357546,133.98692810457518,47.38562091503267,2021
301072,中捷精工,非科创板,7.46,43.09,24.26,2021-09-16,2021-09-29,15.44,33.97,False,77.61747732893652,225.201072386059,477.61394101876687,2021
001217,华尔泰,非科创板,10.46,9.21,15.06,2021-09-16,2021-09-29,22.98,47.44,True,-38.84462151394422,43.97705544933077,-11.950286806883359,2021
301075,多瑞医药,非科创板,27.27,59.1,44.91,2021-09-15,2021-09-29,37.53,38.94,False,31.596526386105552,64.68646864686467,116.72167216721672,2021
301069,凯盛新材,非科创板,5.17,21.75,33.5,2021-09-14,2021-09-27,13.78,47.11,True,-35.07462686567165,547.9690522243714,320.6963249516441,2021
301068,大地海洋,非科创板,13.98,25.68,36.13,2021-09-14,2021-09-28,18.46,58.35,True,-28.923332410739,158.44062947067238,83.6909871244635,2021
301071,力量钻石,非科创板,20.62,89.39,250.0,2021-09-09,2021-09-24,18.54,19.33,True,-64.244,1112.415130940834,333.5111542192046,2021
301070,开勒股份,非科创板,27.55,85.34,46.85,2021-09-09,2021-09-23,33.75,35.9,False,82.15581643543224,70.05444646098005,209.76406533575317,2021
301066,万事利,非科创板,5.24,11.88,20.2,2021-09-09,2021-09-22,11.16,16.58,True,-41.18811881188118,285.4961832061068,126.7175572519084,2021
605598,上海港湾,非科创板,13.87,39.24,19.97,2021-09-08,2021-09-17,22.98,7.24,False,96.49474211316978,43.97981254506129,182.91276135544345,2021
688697,纽威数控,科创板,7.55,15.44,22.47,2021-09-07,2021-09-17,26.09,35.4,True,-31.286159323542496,197.6158940397351,104.50331125827815,2021
301063,海锅股份,非科创板,17.4,17.35,51.58,2021-09-07,2021-09-24,14.88,28.3,True,-66.36293136874758,196.4367816091954,-0.2873563218390607,2021
688701,卓锦股份,科创板,7.48,7.55,17.0,2021-09-06,2021-09-16,24.96,23.0,True,-55.58823529411765,127.27272727272725,0.9358288770053402,2021
301067,显盈科技,非科创板,47.58,35.51,72.97,2021-09-06,2021-09-22,39.6,49.27,True,-51.336165547485265,53.362757461118115,-25.367801597309793,2021
300854,中兰环保,非科创板,9.96,20.1,36.09,2021-09-06,2021-09-16,11.32,23.0,True,-44.30590191188695,262.3493975903615,101.80722891566263,2021
301062,上海艾录,非科创板,3.31,5.83,22.8,2021-09-03,2021-09-14,12.33,21.6,True,-74.4298245614035,588.821752265861,76.13293051359517,2021
688707,振华新材,科创板,11.75,12.68,46.97,2021-09-02,2021-09-14,,45.14,True,-73.00404513519267,299.7446808510638,7.914893617021268,2021
605033,美邦股份,非科创板,12.69,17.5,18.27,2021-09-02,2021-09-16,22.99,44.43,True,-4.214559386973182,43.97163120567376,37.903861308116625,2021
600955,维远股份,非科创板,29.56,16.15,42.57,2021-09-02,2021-09-15,22.99,44.43,True,-62.062485318299274,44.01217861975644,-45.36535859269283,2021
301065,本立科技,非科创板,42.5,18.54,78.37,2021-09-02,2021-09-14,33.54,45.14,True,-76.34298838841393,84.4,-56.37647058823529,2021
301060,兰卫医学,非科创板,4.17,8.77,18.27,2021-09-02,2021-09-13,15.82,16.74,True,-51.997810618500274,338.12949640287775,110.31175059952037,2021
688622,*ST禾信,科创板,17.7,128.01,93.0,2021-09-01,2021-09-13,23.95,36.93,False,37.645161290322584,425.42372881355936,623.2203389830509,2021
301059,金三江,非科创板,8.09,12.3,29.7,2021-09-01,2021-09-13,16.91,44.08,True,-58.58585858585859,267.11990111248457,52.03955500618047,2021
688103,国力电子,科创板,12.04,74.85,74.2,2021-08-31,2021-09-10,24.74,49.32,False,0.8760107816711438,516.2790697674419,521.6777408637873,2021
688767,博拓生物,科创板,34.55,33.86,77.13,2021-08-30,2021-09-08,8.58,40.6,True,-56.10009075586672,123.24167872648334,-1.9971056439942014,2021
688091,上海谊众,科创板,38.1,44.16,48.99,2021-08-30,2021-09-09,,40.6,True,-9.859154929577475,28.58267716535434,15.905511811023597,2021
301061,匠心家居,非科创板,72.69,35.03,86.15,2021-08-30,2021-09-13,29.4,29.75,True,-59.338363319791064,18.516989957353157,-51.80905213922134,2021
301058,中粮科工,非科创板,3.55,8.0,13.6,2021-08-30,2021-09-09,14.88,33.1,True,-41.17647058823529,283.0985915492958,125.35211267605635,2021
301057,汇隆新材,非科创板,8.03,23.96,25.39,2021-08-27,2021-09-09,14.58,27.27,True,-5.632138637258766,216.18929016189293,198.38107098381076,2021
001213,中铁特货,非科创板,3.96,3.43,5.7,2021-08-27,2021-09-08,50.69,21.78,True,-39.824561403508774,43.939393939393945,-13.383838383838375,2021
688187,时代电气,科创板,31.38,59.77,57.5,2021-08-26,2021-09-07,23.73,43.54,False,3.9478260869565185,83.23773103887828,90.47163798597835,2021
688121,卓然股份,科创板,18.16,6.48,39.23,2021-08-26,2021-09-06,17.52,42.91,True,-83.48202905939333,116.02422907488985,-64.31718061674009,2021
605599,菜百股份,非科创板,10.0,14.25,14.4,2021-08-26,2021-09-09,22.87,23.78,True,-1.041666666666674,43.99999999999999,42.50000000000001,2021
001215,千味央厨,非科创板,15.71,39.02,22.62,2021-08-26,2021-09-06,22.99,42.19,False,72.50221043324491,43.98472310630173,148.3768300445576,2021
301056,森赫股份,非科创板,3.93,11.31,14.82,2021-08-25,2021-09-07,17.64,33.29,True,-23.684210526315784,277.09923664122135,187.78625954198472,2021
301055,张小泉,非科创板,6.9,42.7,34.09,2021-08-24,2021-09-06,14.98,27.7,False,25.256673511293638,394.05797101449275,518.8405797101449,2021
688711,宏微科技,科创板,27.51,40.43,76.9,2021-08-23,2021-09-01,118.05,49.01,True,-47.425227568270486,179.53471464921847,46.96474009451108,2021
301053,远信工业,非科创板,11.87,36.85,36.88,2021-08-23,2021-09-01,15.84,42.88,True,-0.08134490238611569,210.69924178601522,210.44650379106997,2021
688776,国光电气,科创板,51.44,58.66,137.16,2021-08-20,2021-08-31,43.24,49.05,True,-57.23242927967338,166.64074650077762,14.035769828926913,2021
920077,吉林碳谷,北交所,6.5,18.01,19.1,2021-08-19,2021-08-31,15.4,27.26,True,-5.70680628272251,193.84615384615387,177.0769230769231,2021
301052,果麦文化,非科创板,8.11,23.21,39.55,2021-08-19,2021-08-30,15.3,12.56,True,-41.314791403286975,387.6695437731196,186.189889025894,2021
688786,悦安新材,科创板,11.76,49.49,73.74,2021-08-16,2021-08-26,24.94,27.59,True,-32.8858150257662,527.0408163265306,320.83333333333337,2021
301050,雷电微力,非科创板,60.64,33.11,282.09,2021-08-13,2021-08-24,50.33,48.55,True,-88.26261122336842,365.18799472295507,-45.39907651715039,2021
301049,超越科技,非科创板,19.34,18.27,42.3,2021-08-13,2021-08-24,13.8,22.34,True,-56.80851063829787,118.71768355739398,-5.532574974146842,2021
605577,龙版传媒,非科创板,5.99,9.14,8.63,2021-08-12,2021-08-24,26.07,11.86,False,5.909617612977991,44.073455759599334,52.58764607679467,2021
001212,中旗新材,非科创板,31.67,44.38,45.6,2021-08-12,2021-08-23,22.99,21.62,True,-2.675438596491231,43.98484370066309,40.13261761919797,2021
301051,信濠光电,非科创板,98.8,19.45,137.03,2021-08-11,2021-08-27,38.98,48.26,True,-85.8060278771072,38.694331983805675,-80.31376518218623,2021
688766,普冉股份,科创板,148.9,784.57,485.1,2021-08-10,2021-08-23,67.14,48.1,False,61.733663162234585,225.78912021490933,426.910678307589,2021
688728,格科微,科创板,14.38,24.46,35.25,2021-08-09,2021-08-18,46.92,47.94,True,-30.609929078014186,145.1321279554937,70.09735744089012,2021
605580,恒盛能源,非科创板,8.38,29.3,12.07,2021-08-09,2021-08-19,16.37,16.55,False,142.7506213753107,44.03341288782816,249.64200477326966,2021
601728,中国电信,非科创板,4.53,5.42,6.11,2021-08-09,2021-08-20,19.84,31.0,True,-11.292962356792147,34.87858719646799,19.646799116997784,2021
301048,金鹰重工,非科创板,4.13,8.79,18.0,2021-08-09,2021-08-18,12.74,39.59,True,-51.16666666666667,335.8353510895884,112.8329297820823,2021
688733,壹石通,科创板,15.49,41.1,62.4,2021-08-06,2021-08-17,91.93,20.42,True,-34.13461538461539,302.8405422853454,165.33247256294382,2021
301046,能辉科技,非科创板,8.34,28.56,52.05,2021-08-06,2021-08-17,14.61,32.87,True,-45.12968299711816,524.1007194244604,242.44604316546764,2021
920174,五新智能,北交所,7.18,31.2,7.57,2021-08-05,2021-08-20,9.54,41.26,False,312.1532364597093,5.431754874651817,334.54038997214485,2021
605069,正和生态,非科创板,15.13,15.89,21.79,2021-08-05,2021-08-16,22.24,22.25,True,-27.076640660853602,44.01850627891606,5.023132848645084,2021
